contact_id,first_name,last_name,email,city,state,zip_code,donor_status,contact_created_date,first_gift_date,last_gift_date,total_gifts,total_number_of_gifts,average_gift,giving_vehicle,subscription_type,subscription_status,subscription_start_date,email_open_rate,last_email_click_date,event_attendance_count,wealth_score,notes,p2g_score,gift_capacity_rating,estimated_annual_donations,title,deceased,biography,business_affiliations,community_affiliations,expertise_and_interests,do_not_contact,do_not_call,email_opt_out,preferred_phone,preferred_email,hedgehog_review_subscriber,institute_status,foundation_status,lead_source,largest_gift,smallest_gift,best_gift_year,last_gift_amount
003XX000007bQe9d9P,Fatima,Robinson,fatima.robinson2148@example.com,,,,prospect,2018-11-05,,,,,,,digital,active,2002-03-21,,,1,,,,,,,0,,,Rotary Club of Charlottesville; UVA Alumni Association,,0,0,0,Mobile,,1,None,Prospect,Event,,,,
003XX00000cu9XxOGs,Janice,Scott,janice.scott2149@example.com,Evanston,IL,60793,active,2008-11-26,2018-10-05,2021-03-25,250,2,125.0,online,none,never,,0.076,,3,2,,46,Entry-Level,258.55,,0,Attorney specializing in philanthropy law; advises several family foundations.,,Charlottesville Area Community Foundation,,0,0,0,,,0,None,Annual Donor,Hedgehog Review,200,50,2018,50
003XX00000t1NdxEYN,Grace,Goldstein,grace.goldstein2150@example.com,Brooklyn,NY,10046,lapsed,2011-08-20,2013-02-17,2022-08-09,50,3,16.67,online,both,active,2010-04-13,,,5,,Responded to Year-End Appeal,,,,,0,,,,,0,0,0,,Work,1,None,None,Other,20.0,20.0,2018,20.0
003XX00000l84YhdSf,Marco,Mensah,marco.mensah2151@example.com,Boulder,CO,80106,lapsed,2005-07-23,2022-08-28,2023-07-25,450,1,450.0,online,none,never,,0.309,2022-08-02,0,,,,,,,0,,,,,0,0,0,,Work,1,Friend,Annual Donor,,450,450,2022,450
003XX00000cIUCLnrs,Julia,Lee,julia.lee2152@example.com,Washington,DC,20009,prospect,2013-09-22,,,,,,,none,never,,0.117,,2,,Interested in planned giving,13,,,,0,,,,,0,0,0,,Work,0,None,Prospect,Website,,,,
003XX00000rEexpFZB,Lori,Garcia,lori.garcia2153@example.com,Fort Lauderdale,FL,33732,prospect,2016-06-07,,,,,,,digital,active,2007-03-14,,,3,,,,,,Reverend,0,,,,,0,0,0,Work,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000suObqRsp,Nancy,Williams,nancy.williams2154@example.com,Charlottesville,VA,23069,lapsed,2009-11-05,2019-11-02,2020-08-02,50,1,50.0,online,digital,active,2006-09-07,0.318,,2,,,,,,,0,,,,,0,0,0,Work,Work,1,None,None,Event,50,50,2020,50
003XX00000P9V3vq0P,Walter,Lopez,walter.lopez2155@example.com,Charlottesville,VA,23027,prospect,2008-05-07,,,,,,,both,expired,2017-06-25,,,0,2,,,,,,0,,,,,1,1,1,Mobile,,1,Affiliate,Prospect,Board Referral,,,,
003XX00000mkx4eRtH,Joe,Cohen,,Seattle,WA,98299,prospect,2013-12-15,,,,,,,none,never,,0.093,,0,,Interested in naming opportunity,,,490.54,,0,,,,,0,0,0,,Personal,0,None,Prospect,,,,,
003XX000006Zu4Ar3Z,Cynthia,Murray,cynthia.murray2157@example.com,,,,lapsed,2011-09-04,2012-08-09,2023-09-08,40,5,8.0,check,print,expired,2018-05-16,0.118,,9,1,,20,,100.0,,0,,,,"Philanthropy law, estate planning",0,0,0,Mobile,Work,1,None,None,Hedgehog Review,20.0,20.0,2014,20.0
003XX000005OPOHpko,Bradley,Mensah,bradley.mensah2158@example.com,Manhattan,NY,10179,subscriber_only,2012-02-24,,,,,,,digital,active,2005-05-22,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000MN3pdmZI,Wei,Burke,wei.burke2159@example.com,Brooklyn,NY,11267,lapsed,2020-01-14,2020-07-29,2022-11-22,75,2,37.5,check,print,active,2011-02-25,0.124,,3,,,,,201.01,,0,Emeritus professor of sociology at Georgetown; founding donor to the Institute.,,,,0,0,0,,Work,1,Friend,None,Other,45,30,2021,30
003XX00000JkDP3Kwt,Charles,Wilson,charles.wilson2160@example.com,Fort Worth,TX,77096,prospect,2008-11-04,,,,,,,digital,expired,2016-04-11,0.053,,0,2,,,,,,0,,"Advisory Council, American Enterprise Institute",,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000Q99rSpNs,Jerry,Singh,jerry.singh2161@example.com,,,,prospect,2008-05-04,,,,,,,digital,active,2012-10-27,0.244,,0,,Former colleague of board member,,,559.98,,0,,,,"Environmental history, Appalachian studies",0,0,0,Mobile,Personal,1,None,Prospect,Website,,,,
003XX00000L1nhQOwb,Karen,Murphy,karen.murphy2162@example.com,Newton,MA,02157,active,2009-11-14,2012-05-21,2023-02-11,30,1,30.0,check,none,never,,0.124,,0,,,,,100.0,,0,,,,,0,0,0,Home,,1,None,None,Website,30,30,2017,30
003XX00000C67tIPyN,Diego,Scott,diego.scott2163@example.com,New York,NY,10135,active,1998-07-31,2015-10-24,2017-07-15,850,4,212.5,online,both,expired,2017-05-29,0.245,,0,3,,,,,,0,,,,,0,0,0,Mobile,,1,None,Annual Donor,Website,300,100,2015,300
003XX00000KwpOFbrO,Donald,Thomas,donald.thomas2164@example.com,Charlottesville,VA,23076,lapsed,2012-03-24,2012-12-12,2021-04-06,75,3,25.0,online,none,never,,,,2,,,18,Entry-Level,,,0,,,,"Philanthropy law, estate planning",0,0,0,Mobile,Personal,1,None,None,Email Campaign,45,20.0,2020,45
003XX00000i4CEcAyM,Roger,Rivera,roger.rivera2165@example.com,Washington,DC,20028,lapsed,2015-07-13,2021-02-02,2024-02-18,75,1,75.0,wire,none,never,,0.255,,0,1,,,,,,0,,,,,0,0,0,Home,,1,None,None,Board Referral,75,75,2022,75
003XX00000spG0pJNx,Benjamin,Kelly,benjamin.kelly2166@example.com,,,,prospect,2018-02-17,,,,,,,none,never,,0.138,,2,3,,8,,3066.86,Provost,0,,,,,0,0,0,Mobile,Work,1,None,Prospect,Direct Mail,,,,
003XX00000a65lgl9B,Jose,Sato,jose.sato2167@example.com,San Francisco,CA,94190,prospect,2006-02-23,,,,,,,none,never,,0.167,,11,4,,,,1500.11,,0,,"Managing Director, Cornerstone Capital Advisors",,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000zSSbDw39,Katherine,Shapiro,katherine.shapiro2168@example.com,Bronx,NY,10125,prospect,2012-05-08,,,,,,,digital,expired,2024-06-17,,,0,3,,12,,,Board Member,0,,,,"Higher education administration, faculty governance",0,0,0,Work,Personal,1,None,Prospect,Email Campaign,,,,
003XX00000aGCcUevy,Diego,Taylor,diego.taylor2169@example.com,San Francisco,CA,94172,lapsed,2006-01-15,2008-05-20,2013-06-06,45,3,15.0,check,none,never,,0.086,,2,2,Connected through local arts community,,,,,0,,,,,0,0,0,,Personal,1,None,None,Event,20.0,20.0,2008,20.0
003XX00000uJyOZMjA,Wanda,Torres,wanda.torres2170@example.com,New York,NY,10134,prospect,2014-11-06,,,,,,,digital,active,2014-10-14,0.105,,0,4,Connected through local arts community,,,2285.47,,0,,,,,0,0,0,,,1,Friend,Prospect,Hedgehog Review,,,,
003XX000008uuhrwbC,Julia,White,julia.white2171@example.com,Brooklyn,NY,10063,subscriber_only,2009-04-15,,,,,,,both,active,2005-12-19,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000OOpDul5K,Donna,Singh,donna.singh2172@example.com,,,,lapsed,2016-11-05,2017-04-28,2018-12-05,50,2,25.0,check,none,never,,,,3,3,Prefers email contact,,,,,0,,,,,0,0,1,Mobile,Personal,1,None,None,Direct Mail,35,20.0,2017,20.0
003XX00000tPRNa0uP,Henry,Taylor,henry.taylor2173@example.com,Richmond,VA,23002,prospect,2021-06-24,,,,,,,none,never,,0.39,2026-01-07,0,,,9,,,,0,Retired attorney; served on Foundation board 2010-2018.,,,"Sociology of religion, nonprofit management",0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000gaRogLnf,Steven,Hall,steven.hall2174@example.com,,,,prospect,2007-02-24,,,,,,,digital,active,2002-01-14,0.39,,0,1,,,,,,0,,,,"Religious history, Southern literature",0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX000006ELTYv0f,Evelyn,Johnson,evelyn.johnson2175@example.com,Cambridge,MA,02477,prospect,2000-05-20,,,,,,,none,never,,0.305,2022-11-21,0,,,,,3988.46,,0,,,,,0,0,0,Mobile,,0,None,Prospect,Website,,,,
003XX00000hatYbUNV,Alan,Martin,alan.martin2176@example.com,Pittsburgh,PA,19171,prospect,2015-02-10,,,,,,,both,expired,2016-11-14,0.284,,0,,,16,,3843.27,,0,,,,,0,0,0,Mobile,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000miM3wsYv,Raymond,Diallo,raymond.diallo2177@example.com,Charlottesville,VA,23068,new_donor,2003-05-08,2025-09-11,2025-12-14,50,1,50.0,check,none,never,,0.076,,2,3,Potential major gift prospect,,,,,0,,,,,0,0,0,,,0,None,None,Event,50,50,2025,50
003XX00000GlAV1w1S,Aisha,Scott,aisha.scott2178@example.com,Brooklyn,NY,10182,prospect,2024-03-28,,,,,,,none,never,,,,2,,Potential major gift prospect,,,,,1,,,,"Religious history, Southern literature",0,0,0,,Personal,1,None,Prospect,Email Campaign,,,,
003XX00000RlYDpRQI,Lauren,Sanchez,lauren.sanchez2179@example.com,Washington,DC,20316,new_donor,2016-11-14,2026-02-04,2026-02-19,75,3,25.0,online,both,active,2024-02-08,0.205,,0,4,,25,Entry-Level,2291.46,,0,,,,,0,0,0,,Work,1,None,None,Hedgehog Review,40,20.0,2026,40
003XX00000dGKtg18C,Aaron,Roberts,aaron.roberts2180@example.com,,,,lapsed,2005-06-07,2017-02-23,2019-12-30,45,2,22.5,online,both,active,2016-10-05,0.23,,0,,,,,,Reverend,0,,,,,0,0,0,Mobile,Personal,1,None,None,Email Campaign,25,20.0,2019,25
003XX000006wJCFLky,Christine,Yamamoto,christine.yamamoto2181@example.com,Silver Spring,MD,20727,lapsed,2013-08-12,2017-09-25,2020-01-29,400,4,100.0,check,both,active,2012-08-04,,,0,1,,,,,,0,Retired federal judge; supporter of institutions that bridge law and culture.,,,,0,0,0,,,1,None,Annual Donor,Board Referral,125,50,2020,125
003XX00000vb7DFCUG,Walter,Garcia,walter.garcia2182@example.com,,,,prospect,2015-03-29,,,,,,,both,active,2022-11-07,,,1,,,,,,,0,,,,,0,0,1,,Work,1,None,Prospect,Email Campaign,,,,
003XX00000qbbiEBnM,Hiroshi,Smith,hiroshi.smith2183@example.com,Berkeley,CA,94198,lapsed,2007-02-02,2018-01-19,2024-12-05,50,5,10.0,online,none,never,,0.251,2022-10-22,1,1,Prefers email contact,,,,,0,,,,,0,0,0,Home,Personal,0,None,None,Hedgehog Review,20.0,20.0,2019,20.0
003XX00000UceCQGAA,Wei,Wilson,wei.wilson2184@example.com,Richmond,VA,22077,prospect,2018-11-13,,,,,,,none,never,,,,3,,,,,,,0,,,,,1,1,1,,Personal,0,None,Prospect,Hedgehog Review,,,,
003XX00000nyZcdZIZ,Wanda,Lee,,Fort Lauderdale,FL,33781,lapsed,2017-01-30,2022-08-11,2023-02-26,25,1,25.0,online,print,expired,2006-12-14,,,0,,,16,,,,1,,,,,0,0,0,Home,,1,None,None,Hedgehog Review,25,25,2023,25
003XX00000iDzB6Lf0,Patricia,Goldstein,patricia.goldstein2186@example.com,Alexandria,VA,23093,prospect,1994-10-28,,,,,,,none,never,,0.076,,4,,Interested in naming opportunity,,,,,0,,,,,0,0,0,Mobile,,1,Friend,Prospect,Email Campaign,,,,
003XX00000MtmE17Td,Betty,Murphy,betty.murphy2187@example.com,Bronx,NY,10184,prospect,2010-01-28,,,,,,,digital,active,2008-03-17,0.221,,0,1,,42,,,CEO,0,,,,,0,0,0,,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000bhhprhPH,Amara,Jones,amara.jones2188@example.com,Wilmette,IL,60674,prospect,2009-09-23,,,,,,,print,active,2011-08-25,0.075,,0,5,,,,3867.43,,0,,,,,0,0,0,Mobile,Work,1,Friend,Prospect,Board Referral,,,,
003XX00000yP0zrHZ0,Benjamin,Smith,benjamin.smith2189@example.com,Arlington,VA,22097,lapsed,2009-06-15,2013-05-02,2014-08-29,225,1,225.0,DAF,none,never,,0.065,,3,,,,,,,0,Retired attorney; served on Foundation board 2010-2018.,,,,0,0,0,,Personal,1,None,Annual Donor,Hedgehog Review,225,225,2013,225
003XX00000ey6Hs5rA,Henry,Wang,henry.wang2190@example.com,Chicago,IL,60861,prospect,2020-10-15,,,,,,,none,never,,0.131,,2,,Works in philanthropic advising,,,,,0,,"Advisory Council, American Enterprise Institute",,,0,0,0,,,0,None,Prospect,Email Campaign,,,,
003XX00000Jlsgt1ts,Paul,Kumar,paul.kumar2191@example.com,Manhattan,NY,10082,lapsed,2009-01-20,2017-01-15,2018-07-15,35,4,8.75,stock,none,never,,0.323,2025-11-12,0,4,,,,185.2,,0,,,,,0,0,0,,,1,None,None,,20.0,20.0,2017,20.0
003XX00000xeqtMBME,George,Diallo,george.diallo2192@example.com,,,,prospect,2009-09-23,,,,,,,both,expired,2010-06-02,0.185,,1,,,,,2711.05,,0,,,,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000dcsaGKZh,Rajesh,Jones,rajesh.jones2193@example.com,Roanoke,VA,23035,subscriber_only,2011-11-14,,,,,,,digital,expired,2011-01-01,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000ZB66sG8B,Kevin,Harris,kevin.harris2194@example.com,Durham,NC,27711,prospect,2006-05-23,,,,,,,none,never,,0.306,2025-03-11,3,,Prefers phone contact,14,,4011.85,,0,,,,,0,0,0,,Personal,0,None,Prospect,Hedgehog Review,,,,
003XX00000M1RQbDa0,Roy,Ramirez,roy.ramirez2195@example.com,Hoboken,NJ,08049,prospect,2018-03-07,,,,,,,none,never,,0.533,2025-05-30,3,3,,,,,,0,,,,,0,0,0,,Personal,1,None,Prospect,Event,,,,
003XX00000qGs7Kaes,Frances,Mensah,frances.mensah2196@example.com,Buffalo,NY,10001,prospect,2018-03-11,,,,,,,both,active,2004-03-27,0.044,,0,,,8,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000A6oFbMTd,Louis,Wilson,louis.wilson2197@example.com,,,,lapsed,1996-08-23,2004-11-25,2011-11-01,75,1,75.0,online,both,active,2015-04-02,0.065,,2,5,Connected through local arts community,23,Entry-Level,,Director,0,,"Board of Trustees, Shenandoah Valley Bach Festival",,,0,0,0,,Work,1,Friend,None,Hedgehog Review,75,75,2005,75
003XX00000CMqKKqNx,Andrea,OBrien,andrea.obrien2198@example.com,San Francisco,CA,90004,prospect,1998-01-27,,,,,,,digital,expired,2016-05-01,0.332,,2,2,,,,,,0,Professor of American history; consulting editor for The Hedgehog Review.,,,"Sociology of religion, nonprofit management",0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000UlKbvx0H,Gerald,Carter,gerald.carter2199@example.com,,,,lapsed,2015-09-07,2022-04-01,2019-05-01,200,5,40.0,online,both,active,2022-11-18,0.184,,8,1,Interested in naming opportunity,,,,,0,,,,,0,0,0,,,1,None,Annual Donor,Direct Mail,100,20.0,2019,20.0
003XX00000ieQaKslv,Gary,Walsh,gary.walsh2200@example.com,Buffalo,NY,11268,prospect,2014-11-24,,,,,,,none,never,,0.453,2024-10-01,1,1,,36,,,,0,,,,,0,0,0,,Work,0,None,Prospect,Event,,,,
003XX00000HcUcBzwZ,Victoria,Chen,victoria.chen2201@example.com,Dallas,TX,78758,lapsed,2010-05-05,2016-07-30,2024-09-26,20.0,2,10.0,online,print,active,2019-04-15,,,3,,Known DAF holder at Fidelity Charitable,,,,,0,,,,,1,1,1,,,1,None,None,Other,20.0,20.0,2019,20.0
003XX00000pOZK4pS1,Richard,Kim,richard.kim2202@example.com,,,,prospect,2013-08-14,,,,,,,both,active,2006-08-18,,,2,,,,,3528.95,,0,,,,,0,0,0,,Personal,1,Friend,Prospect,Email Campaign,,,,
003XX00000zmnxpwtw,Logan,Mensah,logan.mensah2203@example.com,Oak Park,IL,60769,lapsed,2020-05-27,2021-06-17,2022-11-27,75,3,25.0,online,both,expired,2024-11-02,0.125,,0,,,,,564.19,,0,,,,,0,0,0,Work,Personal,1,None,None,Hedgehog Review,50,20.0,2021,20.0
003XX00000Eu25LgMB,Lori,Torres,lori.torres2204@example.com,,,,prospect,2017-10-12,,,,,,,print,active,2009-03-25,0.146,,1,,,,,,COO,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000REXz7aXo,Roy,Campbell,roy.campbell2205@example.com,Wayne,PA,19231,prospect,2010-09-28,,,,,,,print,expired,2012-10-20,,,0,,,28,Entry-Level,,SVP,0,,,,,0,0,0,Mobile,Personal,1,None,Prospect,Direct Mail,,,,
003XX00000Djzn5YKk,Jeffrey,Burke,jeffrey.burke2206@example.com,Houston,TX,78289,prospect,2010-05-09,,,,,,,both,expired,2007-01-10,0.227,,4,,Strong interest in cultural sociology,,,4456.97,,0,,,,,0,0,0,Home,,1,None,Prospect,Board Referral,,,,
003XX00000CgSVCZip,Scott,King,scott.king2207@example.com,,,,active,1997-06-29,2004-07-25,2018-12-14,20.0,3,6.67,check,print,expired,2014-12-16,0.124,,0,,,,,,,0,,,,,0,0,0,Work,,1,Friend,None,Hedgehog Review,20.0,20.0,2008,20.0
003XX00000C4banBdO,Juan,Tanaka,juan.tanaka2208@example.com,Buffalo,NY,11225,lapsed,2011-04-17,2016-02-24,2016-02-28,25,3,8.33,stock,both,expired,2015-12-13,0.401,,0,,,,,100.0,,0,,,,,0,0,0,Mobile,,1,None,None,Email Campaign,20.0,20.0,2016,20.0
003XX00000vrI5oj5z,Albert,Lopez,albert.lopez2209@example.com,Media,PA,19223,active,2013-11-26,2015-07-24,2021-06-28,100,5,20.0,online,none,never,,0.268,2025-07-04,0,2,Former colleague of board member,31,,351.05,,0,,,National Trust for Historic Preservation; Preservation Virginia,,0,0,0,,Personal,0,None,Annual Donor,Hedgehog Review,25,20.0,2021,20.0
003XX00000iId2i4xQ,Rebecca,Shapiro,rebecca.shapiro2210@example.com,San Francisco,CA,94129,lapsed,2015-05-21,2020-12-04,2020-12-20,35,1,35.0,online,none,never,,0.287,2025-06-20,2,,,,,,,0,,,,,0,0,0,,,0,None,None,Direct Mail,35,35,2020,35
003XX00000WGP45stP,Carolyn,Kumar,carolyn.kumar2211@example.com,Washington,DC,20397,prospect,2017-05-13,,,,,,,print,expired,2016-01-20,,,6,,Known DAF holder at Fidelity Charitable,19,Entry-Level,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX0000065CAr8Ez,Donald,Wang,donald.wang2212@example.com,,,,active,2005-04-01,2006-05-26,2021-08-23,50,1,50.0,online,digital,active,2019-03-25,,,0,1,Prefers email contact,,,,,0,,,,,0,0,0,,,1,Friend,None,Direct Mail,50,50,2019,50
003XX00000ZERkAJig,Tammy,Goldstein,tammy.goldstein2213@example.com,,,,lapsed,2008-11-18,2019-12-09,2021-08-30,50,5,10.0,check,none,never,,,,0,5,,21,Entry-Level,162.27,,1,,,National Trust for Historic Preservation; Preservation Virginia,,1,1,1,,,1,None,None,Hedgehog Review,20.0,20.0,2019,20.0
003XX00000WXqvm3Ge,Fatima,Davis,fatima.davis2214@example.com,Philadelphia,PA,19194,prospect,2005-11-20,,,,,,,both,expired,2016-05-14,0.172,,0,5,,,,2475.85,,0,,,,,0,0,0,,,1,None,Prospect,Other,,,,
003XX00000oeaUNwn1,Scott,Brown,scott.brown2215@example.com,Brookline,MA,02440,new_donor,2014-08-02,2025-12-30,2026-01-06,20.0,5,4.0,check,none,never,,0.34,,0,,Prefers phone contact,,,583.61,,0,,"Senior Partner, Bowles Rice LLP",,"Philanthropy law, estate planning",0,0,0,,Work,0,None,None,Website,20.0,20.0,2026,20.0
003XX00000WOZj4tSP,Theresa,Sharma,theresa.sharma2216@example.com,Columbus,OH,44106,new_donor,2017-12-26,2025-04-03,2025-10-12,75,3,25.0,online,digital,active,2018-04-11,0.564,,0,3,Responded to Year-End Appeal,28,,,,0,,,,,0,0,0,,Personal,1,None,None,Event,30,20.0,2025,25
003XX00000dav9SDw3,Marilyn,Hernandez,marilyn.hernandez2217@example.com,,,,prospect,2010-03-25,,,,,,,none,never,,0.127,,0,,,,,,,0,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX00000SLugqrFe,Brandon,Singh,brandon.singh2218@example.com,Oakland,CA,94120,prospect,2020-12-30,,,,,,,digital,active,2017-01-25,0.067,,2,,,,,,,0,,,,,0,0,0,,Personal,1,None,Prospect,Email Campaign,,,,
003XX00000Md0uBrtb,Justin,Sanchez,justin.sanchez2219@example.com,Roanoke,VA,23009,prospect,2003-02-03,,,,,,,digital,active,2003-12-09,,,3,,,18,Entry-Level,,,0,,,,,0,0,1,,Work,1,None,Prospect,Hedgehog Review,,,,
003XX000002y9wIPF7,Bruce,Jackson,bruce.jackson2220@example.com,Brookline,MA,02118,prospect,2021-07-18,,,,,,,digital,active,2007-05-07,0.048,,0,3,,35,Entry-Level,,,0,,,,,0,0,0,,,1,Friend,Prospect,Hedgehog Review,,,,
003XX000004qKOUTtf,Justin,Scott,justin.scott2221@example.com,,,,prospect,2007-08-22,,,,,,,digital,expired,2017-09-03,,,0,3,,24,,,,1,,,,,0,0,0,,Work,1,None,Prospect,Email Campaign,,,,
003XX00000huXuHgV3,Evelyn,Martin,evelyn.martin2222@example.com,Manhattan,NY,10046,prospect,2020-10-09,,,,,,,none,never,,0.192,,0,,,,,,CFO,0,,,,,0,0,0,,Personal,1,None,Prospect,Website,,,,
003XX00000EtDrFqVZ,Donna,Smith,donna.smith2223@example.com,,,,prospect,2018-03-02,,,,,,,none,never,,0.315,2024-02-02,0,3,,9,,,,0,,,,,0,0,0,Mobile,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000OxggdHTm,Alan,OBrien,alan.obrien2224@example.com,Newton,MA,02418,prospect,2014-10-18,,,,,,,digital,active,2003-05-14,0.018,,0,,,2,,,,0,,,,,0,1,0,,,1,Friend,Prospect,Hedgehog Review,,,,
003XX00000LwSIbuaB,Yuki,Patel,yuki.patel2225@example.com,Charlotte,NC,28266,prospect,2005-01-17,,,,,,,both,expired,2008-09-15,,,0,,,,,,,0,,,,,1,1,1,Mobile,,1,None,Prospect,Event,,,,
003XX000004MgN5qRY,Emma,Yamamoto,emma.yamamoto2226@example.com,Chicago,IL,60714,prospect,2007-03-25,,,,,,,both,active,2014-10-11,0.182,,1,,Interested in naming opportunity,,,,,0,,,,"Sociology of religion, nonprofit management",0,0,0,Mobile,,1,None,Prospect,Hedgehog Review,,,,
003XX00000GeFBdX5t,Mei,Okafor,mei.okafor2227@example.com,Bethesda,MD,20897,prospect,2016-11-10,,,,,,,both,active,2021-08-17,0.393,,0,,,,,,,0,Professor of religious studies; author of three books on American evangelical culture.,,,,0,0,0,,,1,None,Prospect,Website,,,,
003XX00000jV3f74T8,Joseph,Young,joseph.young2228@example.com,Annapolis,MD,20901,prospect,2009-01-23,,,,,,,both,active,2011-04-18,,,0,,,,,,Physician,0,,,,,0,0,0,,,1,Affiliate,Prospect,Hedgehog Review,,,,
003XX000008vEn6aa7,Nancy,Allen,nancy.allen2229@example.com,Cambridge,MA,02429,new_donor,2010-12-31,2025-02-18,2026-01-03,350,2,175.0,check,both,expired,2001-10-08,0.112,,2,2,Strong interest in cultural sociology,22,,15461.73,,0,,,,,0,0,0,Home,Personal,1,None,Annual Donor,Hedgehog Review,200,150,2026,200
003XX00000ZcBPTMA4,Linda,Baker,linda.baker2230@example.com,Durham,NC,28252,subscriber_only,2009-11-10,,,,,,,both,active,2007-01-02,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000003LTK4f9H,Rajesh,Campbell,rajesh.campbell2231@example.com,Oakland,CA,90093,subscriber_only,2018-05-15,,,,,,,both,active,2010-04-29,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX0000020VqruSf,Ann,Jackson,ann.jackson2232@example.com,Washington,DC,20061,lapsed,2018-04-23,2020-07-04,2023-07-20,40,4,10.0,online,print,expired,2004-05-26,0.169,,2,4,Known DAF holder at Fidelity Charitable,,,,,0,,,,,0,0,0,,Personal,1,Friend,None,Direct Mail,20.0,20.0,2021,20.0
003XX00000bixjg7IM,Kimberly,Scott,kimberly.scott2233@example.com,Charlottesville,VA,22987,prospect,2016-07-17,,,,,,,none,never,,,,7,,,34,Entry-Level,2164.98,,0,,,,,0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX00000kZZb1O8u,Ronald,Johnson,ronald.johnson2234@example.com,Buffalo,NY,10051,lapsed,2022-11-13,2022-12-23,2023-04-14,50,5,10.0,check,print,active,2001-07-01,0.302,,2,3,,,,,,0,,,,,0,0,0,,,1,None,None,Hedgehog Review,20.0,20.0,2022,20.0
003XX00000Duau2sqP,Kenneth,Mensah,kenneth.mensah2235@example.com,Buffalo,NY,10031,prospect,2008-07-15,,,,,,,both,active,2016-06-21,0.272,2022-11-25,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000VdNWNojH,Sofia,Brown,sofia.brown2236@example.com,Silver Spring,MD,20808,prospect,2006-01-24,,,,,,,none,never,,0.111,,2,,,,,,Pastor,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000jnNc3wGw,Rachel,Davis,rachel.davis2237@example.com,Kirkland,WA,98181,prospect,2008-05-08,,,,,,,none,never,,0.42,2025-10-31,0,,,,,4698.86,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000RGY6sHau,Jordan,Jackson,jordan.jackson2238@example.com,Charlottesville,VA,22903,prospect,2013-09-22,,,,,,,none,never,,0.14,,1,,,,,4047.74,,0,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX00000zRJB2tXJ,Ann,Chen,ann.chen2239@example.com,,,,prospect,2020-08-08,,,,,,,none,never,,,,2,,,,,,,0,,,,,1,1,1,,,1,Friend,Prospect,Hedgehog Review,,,,
003XX00000ceqWGi3q,Wei,Jackson,wei.jackson2240@example.com,,,,subscriber_only,2017-12-04,,,,,,,print,expired,2014-10-10,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000R5TcdR0V,Judy,Rodriguez,judy.rodriguez2241@example.com,Philadelphia,PA,19112,lapsed,1995-06-21,1996-02-12,2017-04-27,40,1,40.0,wire,print,active,2018-09-05,0.57,2023-04-16,3,1,Gave stock gift in 2021,,,,,0,,,,,0,0,0,,,1,None,None,Hedgehog Review,40,40,2000,40
003XX00000XaH4HVXq,Dylan,Wilson,dylan.wilson2242@example.com,Evanston,IL,60652,lapsed,2018-08-23,2022-06-29,2023-12-21,175,1,175.0,stock,digital,expired,2004-10-17,,,0,,,,,,,1,,,,,0,0,0,,Personal,1,None,Annual Donor,Event,175,175,2022,175
003XX00000auGoEEkS,Carlos,Clark,carlos.clark2243@example.com,,,,subscriber_only,2016-07-30,,,,,,,both,active,2003-03-27,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
